text,label
hard to believe but edward norton in cornrows is one of the less ludicrous things youll see in this film,0
it disappoints because of the clumsy script full review in spanish,0
welcome to the plot of every underdog romantic comedy ever there are indeed some good laughs but the story here is negligible,0
the cleverly and handsomely achieved gimmick compensates for troublesome motivation and suspension of disbelief issues to make this a genuinely fresh treat for horror fans,1
looking glass is a surprisingly not unhinged nicolas cage film that works,1
with any luck confessions will end up as a tipping point signaling the moment that women finally stopped paying to see themselves look stupid on screen that would be quite a bargain,0
funny and witty enough to be a comic charttopper this summer season,1
occasionally tense middlebrow thriller that lacks both the set pieces needed to really ramp up the tension and the subtlety to make you care much about the characters,0
in its own downbeat way its a film with spirit and heart,1
while untraceable is an amiable enough way to kill two hours it never gels into the kind of movie that would make me run out and start endorsing it to others,0
the connection is a well made but ultimately generic and predictable crime drama that never manages to rise above its influences,0
patience is a quality you need to endure a lot of wim wenders work and sometimes the payoffs have been terrible here though is one of his more inclusive and absorbing works that rewards the attention he demands,1
not so much a terrible movie as an unnecessary onea sense of redundancy plagues the movie,0
all of this comes to life in the movie thanks to the filmmakers inventiveness but even more so thanks to the performance of andy serkis as dury,1
this movie throws in a healthy dose of quirky shots and montages as if they were required,0
villeneuve capably traces the broad strokes of scotts hardboiled mostly actionfree original but he bungles the buttonedup postmodernism,0
the gifted mads mikkelsen casino royale gives a muscular performance in refn pusher trilogy brutal viking epic tale set in scotland,1
a highly human look at a single mother field scientist and her teenage daughter as they globetrot to study the effects of climate change,1
there is enough good material here for a fine tv episode,0
nothing cerebral but nothing to make you cry uncle either fun fluff and the throwback to the s is a nice touch too bad you never quite believe youre there,1
an important and original romance that really and finally portrays the homosexual romance as two humans falling in love and never plays it for clichs,1
for all its weaknesses terminator genisys is a terminator movie that feels like a terminator movie more than did terminator not to mention the ghastly terminator salvation,0
wahlberg and johnson are the saving graces of an inyourface movie about weightlifters who kidnap extort and dismember their victims,1
the witch is bargain basement terence malick crossed with a roman polanski wannabe and dollops of halfbaked bergman but worse yet is not unlike lowerdrawer m night shyamalan,0
there will be no surprises if youve seen the original but other cinemagoers could well be on the edge of their seats as the gripping if farfetched events unfold,1
an adrenalinefueled thriller that follows the bigger is better golden rule for sequels,1
while the english subtitles are splendid jolies artful gorgeously photographed study could be a silentera epic for its the faces that tell this story which although set in a distant past echoes whats happening today in myanmar,1
if few people break out laughing its because the fun is sordid and because connecting the plot dots can induce a stupor,0
in the film the morass of strategic confusion political convenience and stubborn personalities pushing an agenda is the prelude to a story of startling moral clarity,1
far more fun and entertaining in its first half than in the second when the action peril and ramifications of messing around with time take over full content review sex profanity violence etc for parents also available,1
expect to hear a lot more from english actor jack oconnell who holds the screen as well as his character eric commands a cellblock,1
a bad comedy that simply doesnt have anything to make it worth seeing full review in spanish,0
ronin plays like death warmed over,0
if theres anything legendary on display its the performance of costar chris klein which can only be described as epic in its awfulness,0
eficiente dentro de suas limitaes s no se iguala ao original por no ter tanta pacincia em investir um pouquinho mais de tempo em seus personagens,1
for those of us who respond more strongly to storytelling than computergenerated effects the new star wars installment hasnt escaped the rut dug by the last one,0
the grizzled veteran and gullible trainee routine has been done before and done better,0
jawdroppingly awful it has that road accident feel try as you may you cant look away though i would strongly suggest not making eyecontact with the film,0
im not sure if jackie chan can age gracefully his appeal depends too much on the athleticism of youth but one way for him to do it is to avoid movies such as the medallion,0
what starts out looking like a quirky attack on magical thinking turns out to be a sustained assault on television the way it subsumes and distorts reality more or less artfully into a moneymaking enterprise,1
one of the best films of a dose of heavy yet effective melancholy reality that is all wellacted and directedwritten beautifully by noah baumbach,1
a mildly engaging scifi adventure thats a bit too reminiscent of every other timetravel tale,0
an insubstantial but satisfying project thats a good movie for somethings and everyone else who wants to get a smile out of someone elses relationship angst for a change,1
even though theres an enormous amount to look at and digest little of this film is truly memorable or thoughtprovoking,0
garish and superficial,0
most of pollock save for the last act feels refreshingly different from most other biopics outstanding,1
this is one film that you wont necessarily regret paying the extra bucks for the extra bursts of color and animation,1
scary stories to tell in the dark gets so caught up in its plot that the scares end up feeling like an afterthought,0
armando iannuccis passable screwball comedy which might aspire to satire but actually isnt so,1
a dullwitted romance that isnt helped by its semitopical premise,0
its great to see these four working together good sports and consummate pros that they are but the fact remains that theyre shoveling crap and its insulting,0
like a hack tunesmith that keeps rewriting the same melodies over and over again hoping his legion of fans dont notice the ruse weve heard this sparks song before,0
its less of a tribute to salinger than to the guy in your mfa who wouldnt know a realistic woman character if she was staring them in the face,0
high fidelity propose ainsi une vision raliste et jamais boursoufle dune poque o le passage lge adulte aura t repouss dans certains cas de prs dune dcennie,1
good policy does not ensure good drama gerrymandering summarizes an urgent issue but forgets to detail the true fallout,0
private life is an existential rollercoaster and only barely about a baby its more like waiting for godot,1
the bluntdamon combination just about wins you overunless you were under the illusion this was jason bourne getting incepted,1
a surprisingly competent film disturbia lives up to its title its rare to find a decent film turn up in the dead of april traditionally hollywoods dump month for shelved oddities,1
what a pleasure and what a challenge for the filmmakers to come up with a movie that exists primarily on ambience character interplay english accents and subtle class differences,1
with all the nurses making moves on the suicidal old codgers renovated physique coppolas youth without youth comes across as somewhere between the godfather on viagra and apocalypse then redux,0
the film is not only a clever mystery filled with rich characters but it packs an emotional wallop like few others in the genre due to its harrowing story of a father desperately trying to find his missing daughter,1
i dont know whether a reallife sindee and alexandra would approve of the way theyre presented in tangerine but i think they might appreciate the dignity these characters award themselves and the ambiguity theyre sometimes allowed,1
pawel pawlikowskis ida a compact masterpiece set in poland in the early s gets to the heart of its matter with startling swiftness,1
an awful sequel to an awful film,0
tangerine is a bit of a marvel a lowbudget film reportedly shot entirely on the iphone but one which combines extraordinary visual inventiveness humour and pathos,1
i doubt bets will be taken on there being a,0
perhaps the heart of the matter is the false lure of the original some books such as ironweed despite strung visual incidents and an almost palpable sense of place just do not translate to the screen,0
an earnest family movie that practically drowns in uplift and good intentions,0
plummers earnest spy who is really the best among the cast symapthetic yet clearly obsessed with his work,1
too bad then about the films utterly standard progression its insistence on tracing hawkings ascension to the height of pop science as if becoming a windbag lecturer on big ideas is all a great mindand his partnercould ask for in life,0
thrilling smart yet slightly overlong skyfall is more than a film it is a statement welcome back mr bond,1
tom hollands peter parker one of the liveliest characters in last years captain america civil war now has an entire movie devoted to him one with plenty of youthful snap and crackle,1
its a beautiful thing to see,1
the rich mans wife is not a great movie but its competent and effective enough and i might have been tempted to give it a recommendation if i hadnt felt so cheated at the end,0
when we first met is a joyless minute slog that tries to split the difference between cutesy and crude and subsequently accomplishes neither,0
at whites beautiful sad film uses apocalyptic genre tropes as an expressive tool for the isolating dissociative processes of grief,1
fails to raise even a titter,0
as farce its more about confusion and miscommunication than any real insights into love or marriage but audiences just wanting to be entertained should have a great time,1
it has an appealing feelgood factor and could be this years calendar girls another britflick sleeper hit,1
but truly there is no more milk to be got this one is already drifting on choppy waters with a script as formulaic and knotty as they come,0
entertaining great actors but not a home run,1
funny disturbing tragic and deeply addictive,1
theres a powerful movie to be made about the range of lives destroyed by the apartheid system both black and white but shepherds and butchers isnt it,0
its a movie that frankly i could not recommend to a friend and yet i find no fault in the filmmaking,0
its a solid film if you care to see the inner workings of the aclu,1
you wont find yourself counting the hours until its over but this throwaway stuff certainly doesnt play to moores incredible acting strengths or raise the bar for the romanticcomedy genre,0
hogwarts instructors behave suspiciously as usual kids spy on secret meetings break rules for the greater good as usual it all leads to a wizard showdown as usual,0
a revolting teen slasher film from north of the border that tries its darnedest to be witty,0
the film comes and goes with flashbacks to show the horror of the occupation full review in spanish,1
hampered by startandstop execution that depends overmuch on implausible hairbreadth escapes and gets bogged down in sappy back story,0
mostly its punchyourface loud,0
rarely has strife between the sexes been so ruthless so civilized and so funny,1
not even the mighty tom hanks can save this scattershot adaptation of dave eggers lostsoul novel,0
naturally when dealing with schumer a comic performer who is inherently funny there are many laughs to be had the bad news is many of the jokes misfire with the balance regrettably tipping in the latters favour,0
anderson builds up suspense quite brilliantly using a deliberate pace that draws the viewer into trevors strange world,1
the type of fluff usually reserved for the likes of tim allen or a postnutty professor eddie murphy,0
wrights major mistake is the flashback to nathaniels background mundane tv movie simplistic and ironically very middleclass patronising it causes the films trajectory to go limp,0
is a case of synthetic sensationalism a glorified starimage makeover that grows glossier and more monotonous as it goes along,0
yes its beautiful and yes its classic but its also got rather a bland pair of lead characters that said its still enjoyable family entertainment and shall remain forever so,1
theres a cruel honesty to it all thats engrossing when its not grossing,1
the tunes are great the stories are great but jakob dylan keeps getting in the way stealing the spotlight to the point of frustration,1
its a nonstop adrenalinfuelled night of bad decisions getting worse its urgency nodding to dog day afternoon or after hours but its also implicit in incidental social and psychological comment,1
a light but well executed comedy with decent animations and good message for kids full review in spanish,1
will appeal tohorror fans who prefer an ending that truly sinks its teeth into the story and concludes it with a crisp satisfying crunch,1
veers a bit close to capra territory but its sure honest touch carries it effortlessly into the end zone,1
the screenplay is hugely overwritten with tons and tons of dialogue most of it given to children,0
astonishingly dull and carefully scrubbed of all but the most sanitized violence in the name of securing a pg rating,0
lucy walker makes a multifaceted documentary that deals with the demands on olympiclevel athletes to excel at their chosen sport,1
the jewel in the crown of the masterful trilogy,1
coffey knows his movies at its best when cusack and roberts collide and repeatedly uses them to overcome the scripts limitations and almost to dig a pit of chaos beneath it,1
an amazing story counts for very little when told in such a clumsy unsubtle and conventional way,0
there is one suspects a postcold war caper buried deep in this muddled insanely boring film but apparently it has no intention of surfacing or blowing its cover,0
shows typical insight into the awkward years,1
a cracking story buzzily edited this wartsandwarts portrait delivers an illuminating insight into recent rock history dont miss it,1
now upgraded to a video game the next level offers stunning effects finessed by likable actors who dont let the visuals overpower them johnson is particularly hilarious while channeling devitos crusty curmudgeon,1
the screenplay by josh klausner proves that the easy laugh isnt always the best,0
theres a discipline to streep and hanks performances and spielbergs direction that allows liz hannah and josh singers script to really land and sing,1
as a laughingthroughtears jokester tourist richard dreyfuss provides the only moments of real acting as opposed to overacting mugging and scenery chomping,0
as blatant martin scorsese imitation goes war dogs is one of the better ones splice today,1
even the charismatic epps cant bail out a script that lacks tension too often substitutes highfives for dialogue or action and calls for farce scenes that used to get em rolling in the stone aisles of ancient greece,0
tooth fairy is an amiable effort that yearold boys and girls will embrace it does attempt to appeal to older audiences,0
at one point daphne warns milly youre going to end up like some pathetic character in a tennessee williams play if ever a film could have used a character from a tennessee williams play its this one,0
an important subject predigested and trivialised with a formulaic vanityproject idea of seriousness,0
if theres nothing distinctly norwegian about the way that max manus is filmed its still an enjoyable and illuminating action adventure,1
a confounding mess unless youre eight years old in which case its the best movie ever,0
slapstick is king in muppets most wanted and each gag is a welcome reminder that this franchise is at its best when the men are foils for the muppets rather than the other way around,1
disappointing b movie was hoping for more satire of road movies just blah,0
thrillingly original we hope that el royale finds the large audience it deserves,1
that the mushroom dwelling blue creatures still manage to be endearing even in their second bigscreen extravaganza in d no less is about the best that can be said of smurfs,0
its a sad story of genius paying for the gift,1
unabashed homage to evil dead and movies like it sounds pretty awesome to me,1
a luridly effective thrill ride of a movie that leaves no olddarkhouse stone unturned including a host of rats a series of flashbacks involving doomed children and water water everywhere,1
a figure as large and infamous as hitler creates a certain amount of inevitable fascination and downfall definitely benefits from such curiosity,1
this sophomoric comedy views austen fans as silly romantics who revel in the social artifice of regencyera memorabilia and obsess about finding a mr darcy,0
theres not much for audiences over the age of to warm to during this third and hopefully final ice age,0
the gags are effectively timed and enthusiastically played by the appealing cast,1
no amount of warm and fuzzy s nostalgia can save red dawn,0
a lessthanmiddling melodrama whose subject matter and talent never click as much as its credits portend,0
the pity is that theres an interesting thriller buried inside this concept,0
steve jobs offers a stirringly sterling performance by michael fassbender as the titular visionary loaded for bear with aaron sorkins oscarcalibrated dialogue fired off with machinegun precision under boyles assured direction,1
if hoods direction were anything more than blatantly cruel and crushingly obvious or if chweneyagae were capable of more than one expression the film might have a reason for existing,0
even brand is unable to sully the casts good work while director andy de emmony hits a balance between fun fantasy and danger,1
for the most part tooth fairy is fairly mediocre entertainment,0
based on the mids nbctv show its fashionable yet forced and the fun has gone missing,0
ye gods is a line youre more likely to hear from the audience than from the screen in gods of egypt,0
it speaks to the importance of loving the game that youre playing and that is never a bad thing even when it takes an extra minutes to say it,1
bernal cant decide if hes making a tarantino homage or an almodvar riff or an albert brooks tribute and the wobbly sensibility finally knocks the movies legs out from beneath it altogether,0
it does get the funk out ya face for minutes,1
its a true original,1
a formulaic coincidental notatallhilarious schlockfest that cant even be saved by some obviously spendy special effects id say skip this one unless youre curious about whether or not cages incredible hair weave will win some kind of award,0
paul viraghs script is too bitty to hold it all together and filigrees of technique fail to disguise the weaknesses in helmer mat whitecross first solo flight,0
a certain polite withholding even if it masks some firm conviction or desire seems to be a coin of the realm in trefeurig so it may well be apt that koppel often films in a register very close to this one,1
moore lacks the offkilter psychological nuances of lynch as well as the goforbroke storytelling skills and visual lan it doesnt help that the cast is largely competent at best,0
smnes satire is not subtle but it is effective its a quirky offbeat project,1
bruce willis gives a careful measured performance,1
by equating the garish feudalism of the plays original setting with the megalopolis of todays new york almereyda is at least on the right track the problem is its just about his only track,1
but arnold is getting too old for this kind of thing and given our recent experiences audiences may feel that they are too,0
whats been achieved here is still highly hilarious the original concepts are that solid,1
this thriller about a heroin bust is solid slick filmmaking full of dirty cops shrewd operators and slambang action,1
it gives us an interesting character with genuine moral ambiguity and demands that she make tough choices and that we think about what tactics we support and then it completely fritters it all away with a pat ending,0
the art of selfdefense throws all the right punches and has just about everything you could want from a film experience its unpredictable offbeat and laughoutloud funny but its most impressive facet is whats written between the lines,1
you can get more dramatic complexity excitement jawdropping plot twists interagent romance and cool gadgetry for free by looking to tvs alias and for your next espionage assignment,0
the intriguing premise soon becomes a labored and contrived layover for the viewer,0
border succeeds as gripping drama mostly on the strength of its two lead performances both doing sterling work under heavy silicon masks that required four hours of makeup to apply,1
more verbal than dramatic the narrative is fed to the audience as gossip and recall impeding its spontaneous and magical flow,0
adams delivers a heartwrenchingly beautiful performance using her ability to communicate a halfdozen emotions just standing still but director denis villeneuve sometimes gets lost in repetition and blind alleys,1
jj abramss episode ix is so desperate to please fans that it ends up throwing any semblance of intrafilm cohesion out the window,0
not even bad enough to be fun,0
the story may be too black for many looking for a light comedy or entertainmentescape but its a film thats haunting in the way it unravels the love at the core of two brothers who discover each other,1
the plotting is crude and haphazard but the dialogue is amusing and the cast is appealing,1
im happy for lanes recent success and for the chance it gave her to be the spotlighted leading lady so i really wanted to like under the tuscan sun more than i did,0
it is a correct adaptation of hardys work although we could have enjoyed ourselves much more by seeing the same story told in a less conventional way full review in spanish,1
the coopers go through the motions of saying lines and emoting feelings but they come off as authentic as a tinsel christmas tree,0
neither particularly funny nor scary but tiresome,0
bee movie is a solid mix of comforting gags clever language and a meandering plot that doesnt seem to have enough gas to stretch out into a full feature,0
were not sure if there is life out there in the universe but if there is you wont find it in ad astra,0
mulligan is graceful and subtle vulnerable and scornful domineering when covering up her many insecurities its a towering commanding performance,1
its a gentle meditation on food and companionship,1
armored is based on a firsttime script which thanks to a bit of industry hype became the subject of a bidding war among the studios sony won the day guys you were robbed,0
ruffalo one of our best actors has proven that he can handle just about any role thrown his way,1
with classic gangster films currently out of vogue mafia cant shoot anything but blanks,0
a bleaker less colorful descendant of the mad max films replacing the rollicking action of that franchise with a mood of nihilistic despair,1
look at it this way at least you wont fall asleep,0
with the wicker tree hardy may have sired a longawaited second film but it only leaves the impression that the wicker man had better remained a single child whose brilliance could be untainted by the presence of inferior siblings,0
this certainly qualifies as an auteurist work but i prefer my sam raimi diluted,0
we can accept cassel as villain and clive owen as flawed hero but not jennifer aniston tvs girlnextdoor as alluring femme fatale,0
shana festes endlessly lame endless love remake turns the obsessive sexual heat way down from the infamous brooke shields vehicle while also tossing out the tragedies of scott spencers acclaimed source novel,0
inception is so slow and so confusing that you may actually fall asleep or wish you were really dreaming and could wake up and dream another movie,0
its thematically identical to its predecessor but shrek is still a hysterical knockout of a film fun stylish and totally irresistible,1
a movie for the fans not necessarily the younger fans that grew to love the series on video but those who remember indy cracking his whip on the big screen,1
the problem here and what makes it so inferior to evans films is the editing it is a page that berg perhaps lost but the action is the very definition of discontinuous,0
as the goblin and sandman and whatnot multiply and start whizzing about the proceedings in this grand hodgepodge are so disordered that it would be no surprise were a nazg wing into the scene perhaps ridden by dr zaius,0
warner bros second foray into bollywood is a brainless masala potboiler,0
like its title this is a curious film indeed,1
the movie goes through the usual paces with a certain panache and a handful of interesting performances but theres almost not enough story to support a movie and its so overblown in places its unintentionally funny,0
if identity thief isnt the most outrageous social satire since myra breckenridge then my name isnt rex reed,0
never have so many curbside trash containers been violated in the name of art as well as trees a mailbox and a forlorn electric pole,0
primer has no respect for genuine mystery but relishes obfuscation as being really cool,0
announced before the first ip man was in general release this smart equallyenthralling sequel to the hit film looks to do even better us business than its predecessor,1
with the screenwriters attempt to capture everything and please all parties the film ends up being superficial especially in the basics of the film its main character full review in spanish,0
fortunately all of the meta humor is a sweetness that keeps the film from becoming a postmodern mess,1
brilliantly filmed western,1
karslake has made a powerful film it addresses the fulcrum of the religious rights objection to homosexuality without attacking those who hold those beliefs,1
this choppily edited film looks like confetti,0
for those whove come for the juvenile humor the film has very little to offer unfortunately there is nothing particularly moving or substantive either,0
an uglylooking mismash of a fairytale,0
they kill me these guys no seriously if they make any more of these movies they might as well kill me,0
this delivers an engaging story some great performances and of course the obligatory training montage,1
if it stumbles when it seeks our sympathy it thrives when its exploiting our fascination with the surface of things and all thats unknowable underneath,1
none of the characters in red really connect,0
quai des orfvres is distinguished although a patent genre film and my recommendation is inhibited only by knowledge of clouzots later efforts,1
the movie is supposed to be an epic adventure but instead it feels like a taxi ride to somewhere with beautiful scenery in between,0
criminals absence of style the lack of relish the filmmakers take in the materials inherent ludicrousness is a failure of conviction,0
if a movie is outsized in its ambitions to an absurd aweinspiring degree how much credit does it get for only making it oh percent of the way there,1
classic erotic satire,1
to be able to give this kind of stuff new and sympathetic twists is a tribute to hughes skill with narrative and to ringwalds magnetism as a performer,1
these are among sporadic scenes of interest captured by director james but if a larger point is being made its hard to say what,0
solo is pretty but its a desolate place to be,0
while theres something deeply fascinating about the psychology of those in this tale cedar gives us one of the more frustrating characters to try to understand in quite some time,0
a punchy freewheeling movie set around the la riots shot in blackandwhite with something of spike lees style,1
nothing in the movie is quite original yet muschietti expanding his original short knows how to stage a ripoff with frightening verve,1
delivers less insight into the psychology of why young girls turn to prostitution than hbos hookers,0
scott marshall has managed to make a film as bad as one of his dads,0
even mainstream tarsem is better than the hollywood machine and if nothing else he never fails to create breathtaking ocular art,1
with the talent involved its not unreasonable to expect something better its not me raunchcom its you,1
for a film whose title implies female empowerment woman on top is really about motion sickness,0
this throughout never feels like true farhadi,0
you could say memoirs of a geisha is gone with the wind without the substance and certainly without the fiery temperament that made scarlett ohara a lot more interesting than zhangs geisha sayuri is now,0
a quirky amusing caper that shouldnt work but somehow does,1
fresh original and genuinely ingeniouseasily stands alongside the original blair witch project and the best of the paranormal activity films as a prime example of using household technology to mediate a nervejangling frightfest,1
this bond number if youre counting is ruthless efficient and tough as nails,1
jason bourne is a film that may disappoint one or two fans but generally will satisfy casual viewers full review in spanish,0
it presents us with four characters who are fascinating specific and yet in some way unknowable not like the usual characters in fiction but rather like people we might meet in life,1
downton abbey is a royal treat for moviegoers,1
pretty much everything about incredibles is superior to its predecessor from the storyline to the character development the humor to the heart,1
a potent arch humorous and downright fascinating glimpse into a society both terrified and titillated by literary descriptions of raging sexuality,1
this is ersatz subversion for an audience secretly terrified of the real thing,0
all tarantino stylistic is constant in the hateful eight the narrative chapters and when appropriate the flashback full review in spanish,1
its the kind of film thats good news for anyone with a book report due on the source but cant be recommended under any other circumstances,0
an endorphin rush of a movie which even in its saddest moments is uplifting funny,1
madeleine sami and jackie van beeks chemistry biting wit and on point improvisations are genuinely mint,1
williams and piscopo seem to be on autopilot when delivering their lines not relating to one another not picking up each others timing,0
on some level nearly every thriller asks viewers to suspend their disbelief along came a spider expects you to kick yours in the nuts break both its legs and not make hospital visits you cant even send flowers,0
athf can seem brilliantly deconstructive one moment and stupefyingly boring the next or to provide a more accurate ratio it can follow five brilliant seconds with five straight minutes of boredom,0
johnny knoxville is moving on up from being a simple duke of hazzard to tennessees king of sod too bad the royal promotion didnt come with a quality upgrade as well,0
an oppressive cloud of macho selfpity hangs over this muddled and overwrought movie which involves a cliched narrative device that is glib and unsatisfying,0
it gets over because its young ensemble cast is appealing,1
this is more a pageant than a story about characters and their motivations its as brusque in its storytelling as an illustrated childrens bible which would at least offer some mystery and grandeur in the composition of its images,0
hotel artemis is neither a sequel nor a remake but a film of considerable originality and that makes it a rarity at the multiplex,1
a film that is only slightly above the average of this type of mexican films something that is not complicated but is enough to entertain young audiences however is still far from meeting the expectations full review in spanish,0
blood done sign my name may not be great cinema but it nonetheless deserves attention,1
it might be saying something that i preferred to see giamatti and wilkinson in action than the two actual leads of the film,0
ordinary people consequently has a closeness but not much expressiveness of texture,0
it was just too bad that the story didnt have more weight or should i say some weight,0
this is the gang that couldnt test straight whats needed here is not a runin with ets but with freddy krueger or jason voorhees,0
iron man suffers an identity crisis resembling that of the title superheros alterego billionaire tony stark played by robert downey jr,0
the verdict is in conviction is a standard but stirring legal drama,1
our environment reflects us which includes the soundscapes we live in food for thought,1
unless you are a true believer in the tenets of deep ecology the film may seem more like an apology for the groups dangerous activities,0
there are scenes toward the end of the movie that hint at a fuzzier tomorrow for tribe but you leave appreciating the music as it was not hoping for anything else,1
a movie that never quite succeeds in capturing a generation adrift,0
this is a film smart enough to set up atypically nuanced supportive relationships between erik and his babypenguin friends and dumb enough to regularly lean on repetitive broad physical comedy,1
the sense of humour threaded through de felittas writing is infectiously sarcastic enough to silence any cynics who might be watching but also warm and wise enough to give the feelgood crowd the fuzzy feeling they are after,1
the films high may be fleeting but it provides quite the buzz while it lasts,1
buffy shuffles through a number of styles and approaches from the satirical to the grand guignolesque but never treats its material with much respect,0
theres plenty to enjoy in the film starting with a pair of affecting performances by clmence posy and laura birn and ending with a perverse twist on the notion of blissful parenthood,1
all fairly silly but unfortunately the filmmakers dont quite realize it along with banning love decent gags seem to have been outlawed too,0
lame ferrell through some weird freak of his talent tends to be the best ferrell and despite the films general mediocrity in most departments his floundering star turn delivers the goods,1
james tries too hard to bring closure to pres life and as a result strays a little too far into melodrama the tearful reminiscences at the end not to mention some of the stuff at the funeral lay it on thickly,0
youre thankful everything looks pretty because the plot mechanisms eventually become somewhat boring full content review for parents violence sexual content etc also available,0
there are stupid stoner comedies and then there are stupid stoner comedies that aint funny and the latest effluvium from adam sandlers happy madison production company is mostly a bummer,0
a heavyhanded disappointment saturated in tired movie blood,0
a superb character study of tough guys turning on each other it is also an edgy drama about the dissolution of trust,1
its wellacted and full of lowkey pain and humour you would expect nothing less from the man behind a separation one of the most excruciatingly humane and nuanced films of the decade,1
its certainly understandable that the characters dont act rationally in an extreme situation but queen slim overloads the suspension of disbelief over and over again full review in spanish,0
over her dead body tells the story of an obnoxious and thoroughly unpleasant woman who dies in the first scene and still continues to annoy and aggravate unfortunatelyit turns out that the film itself suffers from the same condition,0
the visuals are passable the storys a lot of fun and the story is what sells the movie,1
its the alchemist for surfers its winged migration for beach bums its rudy in the water its a mustsee,1
it offers a jumble of barely explored quarterbaked ideas attached to a laborious plot,0
the films portrait of young love may be touching but its most moving moments celebrate love of a different kind the passion that movie professionals both young and old have for their craft,1
timely relevant and touching documentary that needs to be seen,1
the biggest problem with roger avarys uproar against the mpaa is that even in all its directors cut glory hes made a film thats barely shocking barely interesting and most of all barely anything,0
though the oppressive artiness makes the early scenes fairly ridiculous the directors odd methods add rare tension to the climax as it becomes evident that the finale wont be so predictable in campions hands,1
so gripping i didnt check my instagram at all its also thoughtful and nonjudgemental and avoids bringing an older persons jaundiced eye to opine on young peoples lives it doesnt need to as most of the kids interviewed are already aware and wary,1
movies exist to cloak our desires in disguises we can accept and there is an undeniable appeal to thirst,1
the cast are superb but the biggest plaudits go to goodman who is phenomenal giving one of his finest performances this sharp slick shocker is massively entertaining,1
yes its a copbuddy film and of course there is a case to be solved but nobody cares about the familiarity of the premise you get the sense that paul feig doesnt care either,1
its not exactly subversive but how to be single is still an admirable step forward for the genre,1
mirman seems lost in the uncomplicated formulaic material of crime spree its as if he wasnt really sure where he wanted the film to go,0
men in black international is a peculiar kind of notgood,0
two lifelong female friends take up with each others sons in a movie long on looks and short of substance,0
loose and junky and one wonders what could have happened had the spice girls turned out to be as interesting as the beatles,0
the frothy last holiday serves its purpose amusing escapism,1
directed with a conspicuous lack of inspiration,0
as far as completely pointless redundant superfluous sequels go it could have been a lot worse at least it wasnt zoolander more zoolandish,0
more proof that the mpaas ratings system is useless if the level of gory violence in these chuck jonesmeetsherschell gordon lewis setpieces doesnt demand an nc designation what does,1
depressingly laughfree comedy thats so irredeemably awful that youll wonder why martin lawrence isnt in it,0
the film has many problems but heres the biggest its rated pg and it should have been rated r,0
driven by imagery rather than dialogue rising tension rather than action the return depends on the actress ability to convey plot development through subtle changes in expression rather than the kickboxing moves for which shes become known,1
a different kind of love story one that is dark disturbing painful to watch yet compelling,1
this is the kind of smart movie for and about contemporary teenage life that has been in short supply in recent years,1
citadel attempts to transform mundane anxieties into the stuff of a horror film but the initial tension of the premise dissipates like a slow leak,0
if it doesnt quite match in bruges in terms of total success its still potent enough to indicate that mcdonagh managed to dodge the dreaded sophomore slump,1
its the sort of film that sneaks serious themes and emotions in just when you think its about to dissolve into farce small but largely satisfying,1
the exact same shopworn characters die in the exact same orderthe simplest laws of physics are utterly ignoredthe core is beyond idiotic,0
running scared tries to be a light comedy in a violent comicbook world thats a difficult juggling act and director peter hyams doesnt pull it off,0
a portrait of parental grief etched with sensitivity and welcome touches of humor,1
the populist bang of speed meets snobbish espressofueled elitism,0
elvis presley cruises through roustabout like a predatory shark,0
the result is striking frustrating and whisper it ripe for remaking,1
this is a painfully predictable action comedy that wastes the talents of everyone involved,0
its a medieval endurance ritual an act of selfflagellation like wearing a hair shirt say or whipping oneself with a catonine tails whilst chanting the liturgy,0
despite its playful title the witches of eastwick is a decidedly adult affair and a seasonal curiosity,1
its long slow and i had no patience for it,0
if theres one thing that reunion doesnt lack its good intentions unfortunately good intentions dont automatically guarantee a good movie,0
guillermo del toro has long been a filmmaker who devotes nearly all of his energy to visual style but he finds a solid foundation for his twin fascinations of elaborate production design and body horror in this gothic ghost story,1
the only passion attached to this production is lab colour timer jim passon,0
mullick and tariqs camera celebrates the preciousness of the lives they capture while mourning their tenuousness in kind,1
the story of how olympic dreams got made is more compelling than the movie itself,0
taking what should be recognition of love and family and the fortune of being happy and healthy and together and disemboweling that of its guts and soul has created the most nihilistic holiday film of all time,0
the signal is too ambitious for its own good but it is still a pleasure to watch,1
am i black enough for you is a braincurdling essay in docusycophancy,0
a landmark of world cinema this is a rousing staggering epic and a haunting drama of timeless significance,1
the movie positively kicks aspirations,1
its a shame australias spierig brothers opt to turn it into just any old noirfuture chase movie roughly blade meets minority report without the production flair,0
bring a joystick to this big budget adventure itll give your hands something to do when youre restless,0
this movie is no black panther or if were expanding the field of comparison wonder woman luckily captain marvel doesnt have to be better than all of the mcus previous films to be something enjoyable,1
a scenario utterly hollywoodised to death with barely a movie clich left untapped by the director and screenwriters,0
its more than another blockbuster this is a powerful nostalgic joyous regeneration,1
a lavish production that features a typically intense performance by leonardo dicaprio,1
this is yet another parody that falls victim to the desire to become what its intending to satirize,0
the plot is disposable at best but guy ritchie goes all out in reviving the cold war sixties spy movie style and attitude recalling connerys bond movie with tongue firmly in cheek,1
this guy still scares me,0
ingenious and genuinely funnybreaks down the fourth wall and then proceeds to knock down the other thre,1
streep is magnificent and when it comes time to compile her legacy this performance one full of fear confidence verve and doubt will rank among her best,1
